id,language,value,product_id
4876,french,Charkos,4454
4877,english,Shieldon,4455
4878,japanese,タテトプス,4455
4879,chinese,盾甲龙,4455
4880,french,Dinoclier,4455
4881,english,Bastiodon,4456
4882,japanese,トリデプス,4456
4883,chinese,护城龙,4456
4884,french,Bastiodon,4456
4885,english,Burmy,4457
4886,japanese,ミノムッチ,4457
4887,chinese,结草儿,4457
4888,french,Cheniti,4457
4889,english,Wormadam,4458
4890,japanese,ミノマダム,4458
4891,chinese,结草贵妇,4458
4892,french,Cheniselle,4458
4893,english,Mothim,4459
4894,japanese,ガーメイル,4459
4895,chinese,绅士蛾,4459
4896,french,Papilord,4459
4897,english,Combee,4460
4898,japanese,ミツハニー,4460
4899,chinese,三蜜蜂,4460
4900,french,Apitrini,4460
4901,english,Vespiquen,4461
4902,japanese,ビークイン,4461
4903,chinese,蜂女王,4461
4904,french,Apireine,4461
4905,english,Pachirisu,4462
4906,japanese,パチリス,4462
4907,chinese,帕奇利兹,4462
4908,french,Pachirisu,4462
4909,english,Buizel,4463
4910,japanese,ブイゼル,4463
4911,chinese,泳圈鼬,4463
4912,french,Mustébouée,4463
4913,english,Floatzel,4464
4914,japanese,フローゼル,4464
4915,chinese,浮潜鼬,4464
4916,french,Mustéflott,4464
4917,english,Cherubi,4465
4918,japanese,チェリンボ,4465
4919,chinese,樱花宝,4465
4920,french,Ceribou,4465
4921,english,Cherrim,4466
4922,japanese,チェリム,4466
4923,chinese,樱花儿,4466
4924,french,Ceriflor,4466
4925,english,Shellos,4467
4926,japanese,カラナクシ,4467
4927,chinese,无壳海兔,4467
4928,french,Sancoki,4467
4929,english,Gastrodon,4468
4930,japanese,トリトドン,4468
4931,chinese,海兔兽,4468
4932,french,Tritosor,4468
4933,english,Ambipom,4469
4934,japanese,エテボース,4469
4935,chinese,双尾怪手,4469
4936,french,Capidextre,4469
4937,english,Drifloon,4470
4938,japanese,フワンテ,4470
4939,chinese,飘飘球,4470
4940,french,Baudrive,4470
4941,english,Drifblim,4471
4942,japanese,フワライド,4471
4943,chinese,随风球,4471
4944,french,Grodrive,4471
4945,english,Buneary,4472
4946,japanese,ミミロル,4472
4947,chinese,卷卷耳,4472
4948,french,Laporeille,4472
4949,english,Lopunny,4473
4950,japanese,ミミロップ,4473
4951,chinese,长耳兔,4473
4952,french,Lockpin,4473
4953,english,Mismagius,4474
4954,japanese,ムウマージ,4474
4955,chinese,梦妖魔,4474
4956,french,Magirêve,4474
4957,english,Honchkrow,4475
4958,japanese,ドンカラス,4475
4959,chinese,乌鸦头头,4475
4960,french,Corboss,4475
4961,english,Glameow,4476
4962,japanese,ニャルマー,4476
4963,chinese,魅力喵,4476
4964,french,Chaglam,4476
4965,english,Purugly,4477
4966,japanese,ブニャット,4477
4967,chinese,东施喵,4477
4968,french,Chaffreux,4477
4969,english,Chingling,4478
4970,japanese,リーシャン,4478
4971,chinese,铃铛响,4478
4972,french,Korillon,4478
4973,english,Stunky,4479
4974,japanese,スカンプー,4479
4975,chinese,臭鼬噗,4479
4976,french,Moufouette,4479
4977,english,Skuntank,4480
4978,japanese,スカタンク,4480
4979,chinese,坦克臭鼬,4480
4980,french,Moufflair,4480
4981,english,Bronzor,4481
4982,japanese,ドーミラー,4481
4983,chinese,铜镜怪,4481
4984,french,Archéomire,4481
4985,english,Bronzong,4482
4986,japanese,ドータクン,4482
4987,chinese,青铜钟,4482
4988,french,Archéodong,4482
4989,english,Bonsly,4483
4990,japanese,ウソハチ,4483
4991,chinese,盆才怪,4483
4992,french,Manzaï,4483
4993,english,Mime Jr.,4484
4994,japanese,マネネ,4484
4995,chinese,魔尼尼,4484
4996,french,Mime Jr,4484
4997,english,Happiny,4485
4998,japanese,ピンプク,4485
4999,chinese,小福蛋,4485
5000,french,Ptiravi,4485
5001,english,Chatot,4486
5002,japanese,ペラップ,4486
5003,chinese,聒噪鸟,4486
5004,french,Pijako,4486
5005,english,Spiritomb,4487
5006,japanese,ミカルゲ,4487
5007,chinese,花岩怪,4487
5008,french,Spiritomb,4487
5009,english,Gible,4488
5010,japanese,フカマル,4488
5011,chinese,圆陆鲨,4488
5012,french,Griknot,4488
5013,english,Gabite,4489
5014,japanese,ガバイト,4489
5015,chinese,尖牙陆鲨,4489
5016,french,Carmache,4489
5017,english,Garchomp,4490
5018,japanese,ガブリアス,4490
5019,chinese,烈咬陆鲨,4490
5020,french,Carchacrok,4490
5021,english,Munchlax,4491
5022,japanese,ゴンベ,4491
5023,chinese,小卡比兽,4491
5024,french,Goinfrex,4491
5025,english,Riolu,4492
5026,japanese,リオル,4492
5027,chinese,利欧路,4492
5028,french,Riolu,4492
5029,english,Lucario,4493
5030,japanese,ルカリオ,4493
5031,chinese,路卡利欧,4493
5032,french,Lucario,4493
5033,english,Hippopotas,4494
5034,japanese,ヒポポタス,4494
5035,chinese,沙河马,4494
5036,french,Hippopotas,4494
5037,english,Hippowdon,4495
5038,japanese,カバルドン,4495
5039,chinese,河马兽,4495
5040,french,Hippodocus,4495
5041,english,Skorupi,4496
5042,japanese,スコルピ,4496
5043,chinese,钳尾蝎,4496
5044,french,Rapion,4496
5045,english,Drapion,4497
5046,japanese,ドラピオン,4497
5047,chinese,龙王蝎,4497
5048,french,Drascore,4497
5049,english,Croagunk,4498
5050,japanese,グレッグル,4498
5051,chinese,不良蛙,4498
5052,french,Cradopaud,4498
5053,english,Toxicroak,4499
5054,japanese,ドクロッグ,4499
5055,chinese,毒骷蛙,4499
5056,french,Coatox,4499
5057,english,Carnivine,4500
5058,japanese,マスキッパ,4500
5059,chinese,尖牙笼,4500
5060,french,Vortente,4500
5061,english,Finneon,4501
5062,japanese,ケイコウオ,4501
5063,chinese,荧光鱼,4501
5064,french,Écayon,4501
5065,english,Lumineon,4502
5066,japanese,ネオラント,4502
5067,chinese,霓虹鱼,4502
5068,french,Luminéon,4502
5069,english,Mantyke,4503
5070,japanese,タマンタ,4503
5071,chinese,小球飞鱼,4503
5072,french,Babimanta,4503
5073,english,Snover,4504
5074,japanese,ユキカブリ,4504
5075,chinese,雪笠怪,4504
5076,french,Blizzi,4504
5077,english,Abomasnow,4505
5078,japanese,ユキノオー,4505
5079,chinese,暴雪王,4505
5080,french,Blizzaroi,4505
5081,english,Weavile,4506
5082,japanese,マニューラ,4506
5083,chinese,玛狃拉,4506
5084,french,Dimoret,4506
5085,english,Magnezone,4507
5086,japanese,ジバコイル,4507
5087,chinese,自爆磁怪,4507
5088,french,Magnézone,4507
5089,english,Lickilicky,4508
5090,japanese,ベロベルト,4508
5091,chinese,大舌舔,4508
5092,french,Coudlangue,4508
5093,english,Rhyperior,4509
5094,japanese,ドサイドン,4509
5095,chinese,超甲狂犀,4509
5096,french,Rhinastoc,4509
5097,english,Tangrowth,4510
5098,japanese,モジャンボ,4510
5099,chinese,巨蔓藤,4510
5100,french,Bouldeneu,4510
5101,english,Electivire,4511
5102,japanese,エレキブル,4511
5103,chinese,电击魔兽,4511
5104,french,Élekable,4511
5105,english,Magmortar,4512
5106,japanese,ブーバーン,4512
5107,chinese,鸭嘴炎兽,4512
5108,french,Maganon,4512
5109,english,Togekiss,4513
5110,japanese,トゲキッス,4513
5111,chinese,波克基斯,4513
5112,french,Togekiss,4513
5113,english,Yanmega,4514
5114,japanese,メガヤンマ,4514
5115,chinese,远古巨蜓,4514
5116,french,Yanmega,4514
5117,english,Leafeon,4515
5118,japanese,リーフィア,4515
5119,chinese,叶伊布,4515
5120,french,Phyllali,4515
5121,english,Glaceon,4516
5122,japanese,グレイシア,4516
5123,chinese,冰伊布,4516
5124,french,Givrali,4516
5125,english,Gliscor,4517
5126,japanese,グライオン,4517
5127,chinese,天蝎王,4517
5128,french,Scorvol,4517
5129,english,Mamoswine,4518
5130,japanese,マンムー,4518
5131,chinese,象牙猪,4518
5132,french,Mammochon,4518
5133,english,Porygon-Z,4519
5134,japanese,ポリゴンＺ,4519
5135,chinese,多边兽Ｚ,4519
5136,french,Porygon-Z,4519
5137,english,Gallade,4520
5138,japanese,エルレイド,4520
5139,chinese,艾路雷朵,4520
5140,french,Gallame,4520
5141,english,Probopass,4521
5142,japanese,ダイノーズ,4521
5143,chinese,大朝北鼻,4521
5144,french,Tarinorme,4521
5145,english,Dusknoir,4522
5146,japanese,ヨノワール,4522
5147,chinese,黑夜魔灵,4522
5148,french,Noctunoir,4522
5149,english,Froslass,4523
5150,japanese,ユキメノコ,4523
5151,chinese,雪妖女,4523
5152,french,Momartik,4523
5153,english,Rotom,4524
5154,japanese,ロトム,4524
5155,chinese,洛托姆,4524
5156,french,Motisma,4524
5157,english,Uxie,4525
5158,japanese,ユクシー,4525
5159,chinese,由克希,4525
5160,french,Créhelf,4525
5161,english,Mesprit,4526
5162,japanese,エムリット,4526
5163,chinese,艾姆利多,4526
5164,french,Créfollet,4526
5165,english,Azelf,4527
5166,japanese,アグノム,4527
5167,chinese,亚克诺姆,4527
5168,french,Créfadet,4527
5169,english,Dialga,4528
5170,japanese,ディアルガ,4528
5171,chinese,帝牙卢卡,4528
5172,french,Dialga,4528
5173,english,Palkia,4529
5174,japanese,パルキア,4529
5175,chinese,帕路奇亚,4529
5176,french,Palkia,4529
5177,english,Heatran,4530
5178,japanese,ヒードラン,4530
5179,chinese,席多蓝恩,4530
5180,french,Heatran,4530
5181,english,Regigigas,4531
5182,japanese,レジギガス,4531
5183,chinese,雷吉奇卡斯,4531
5184,french,Regigigas,4531
5185,english,Giratina,4532
5186,japanese,ギラティナ,4532
5187,chinese,骑拉帝纳,4532
5188,french,Giratina,4532
5189,english,Cresselia,4533
5190,japanese,クレセリア,4533
5191,chinese,克雷色利亚,4533
5192,french,Cresselia,4533
5193,english,Phione,4534
5194,japanese,フィオネ,4534
5195,chinese,霏欧纳,4534
5196,french,Phione,4534
5197,english,Manaphy,4535
5198,japanese,マナフィ,4535
5199,chinese,玛纳霏,4535
5200,french,Manaphy,4535
5201,english,Darkrai,4536
5202,japanese,ダークライ,4536
5203,chinese,达克莱伊,4536
5204,french,Darkrai,4536
5205,english,Shaymin,4537
5206,japanese,シェイミ,4537
5207,chinese,谢米,4537
5208,french,Shaymin,4537
5209,english,Arceus,4538
5210,japanese,アルセウス,4538
5211,chinese,阿尔宙斯,4538
5212,french,Arceus,4538
5213,english,Victini,4539
5214,japanese,ビクティニ,4539
5215,chinese,比克提尼,4539
5216,french,Victini,4539
5217,english,Snivy,4540
5218,japanese,ツタージャ,4540
5219,chinese,藤藤蛇,4540
5220,french,Vipélierre,4540
5221,english,Servine,4541
5222,japanese,ジャノビー,4541
5223,chinese,青藤蛇,4541
5224,french,Lianaja,4541
5225,english,Serperior,4542
5226,japanese,ジャローダ,4542
5227,chinese,君主蛇,4542
5228,french,Majaspic,4542
5229,english,Tepig,4543
5230,japanese,ポカブ,4543
5231,chinese,暖暖猪,4543
5232,french,Gruikui,4543
5233,english,Pignite,4544
5234,japanese,チャオブー,4544
5235,chinese,炒炒猪,4544
5236,french,Grotichon,4544
5237,english,Emboar,4545
5238,japanese,エンブオー,4545
5239,chinese,炎武王,4545
5240,french,Roitiflam,4545
5241,english,Oshawott,4546
5242,japanese,ミジュマル,4546
5243,chinese,水水獭,4546
5244,french,Moustillon,4546
5245,english,Dewott,4547
5246,japanese,フタチマル,4547
5247,chinese,双刃丸,4547
5248,french,Mateloutre,4547
5249,english,Samurott,4548
5250,japanese,ダイケンキ,4548
5251,chinese,大剑鬼,4548
5252,french,Clamiral,4548
5253,english,Patrat,4549
5254,japanese,ミネズミ,4549
5255,chinese,探探鼠,4549
5256,french,Ratentif,4549
5257,english,Watchog,4550
5258,japanese,ミルホッグ,4550
5259,chinese,步哨鼠,4550
5260,french,Miradar,4550
5261,english,Lillipup,4551
5262,japanese,ヨーテリー,4551
5263,chinese,小约克,4551
5264,french,Ponchiot,4551
5265,english,Herdier,4552
5266,japanese,ハーデリア,4552
5267,chinese,哈约克,4552
5268,french,Ponchien,4552
5269,english,Stoutland,4553
5270,japanese,ムーランド,4553
5271,chinese,长毛狗,4553
5272,french,Mastouffe,4553
5273,english,Purrloin,4554
5274,japanese,チョロネコ,4554
5275,chinese,扒手猫,4554
5276,french,Chacripan,4554
5277,english,Liepard,4555
5278,japanese,レパルダス,4555
5279,chinese,酷豹,4555
5280,french,Léopardus,4555
5281,english,Pansage,4556
5282,japanese,ヤナップ,4556
5283,chinese,花椰猴,4556
5284,french,Feuillajou,4556
5285,english,Simisage,4557
5286,japanese,ヤナッキー,4557
5287,chinese,花椰猿,4557
5288,french,Feuiloutan,4557
5289,english,Pansear,4558
5290,japanese,バオップ,4558
5291,chinese,爆香猴,4558
5292,french,Flamajou,4558
5293,english,Simisear,4559
5294,japanese,バオッキー,4559
5295,chinese,爆香猿,4559
5296,french,Flamoutan,4559
5297,english,Panpour,4560
5298,japanese,ヒヤップ,4560
5299,chinese,冷水猴,4560
5300,french,Flotajou,4560
5301,english,Simipour,4561
5302,japanese,ヒヤッキー,4561
5303,chinese,冷水猿,4561
5304,french,Flotoutan,4561
5305,english,Munna,4562
5306,japanese,ムンナ,4562
5307,chinese,食梦梦,4562
5308,french,Munna,4562
5309,english,Musharna,4563
5310,japanese,ムシャーナ,4563
5311,chinese,梦梦蚀,4563
5312,french,Mushana,4563
5313,english,Pidove,4564
5314,japanese,マメパト,4564
5315,chinese,豆豆鸽,4564
5316,french,Poichigeon,4564
5317,english,Tranquill,4565
5318,japanese,ハトーボー,4565
5319,chinese,咕咕鸽,4565
5320,french,Colombeau,4565
5321,english,Unfezant,4566
5322,japanese,ケンホロウ,4566
5323,chinese,高傲雉鸡,4566
5324,french,Déflaisan,4566
5325,english,Blitzle,4567
5326,japanese,シママ,4567
5327,chinese,斑斑马,4567
5328,french,Zébibron,4567
5329,english,Zebstrika,4568
5330,japanese,ゼブライカ,4568
5331,chinese,雷电斑马,4568
5332,french,Zéblitz,4568
5333,english,Roggenrola,4569
5334,japanese,ダンゴロ,4569
5335,chinese,石丸子,4569
5336,french,Nodulithe,4569
5337,english,Boldore,4570
5338,japanese,ガントル,4570
5339,chinese,地幔岩,4570
5340,french,Géolithe,4570
5341,english,Gigalith,4571
5342,japanese,ギガイアス,4571
5343,chinese,庞岩怪,4571
5344,french,Gigalithe,4571
5345,english,Woobat,4572
5346,japanese,コロモリ,4572
5347,chinese,滚滚蝙蝠,4572
5348,french,Chovsourir,4572
5349,english,Swoobat,4573
5350,japanese,ココロモリ,4573
5351,chinese,心蝙蝠,4573
5352,french,Rhinolove,4573
5353,english,Drilbur,4574
5354,japanese,モグリュー,4574
5355,chinese,螺钉地鼠,4574
5356,french,Rototaupe,4574
5357,english,Excadrill,4575
5358,japanese,ドリュウズ,4575
5359,chinese,龙头地鼠,4575
5360,french,Minotaupe,4575
5361,english,Audino,4576
5362,japanese,タブンネ,4576
5363,chinese,差不多娃娃,4576
5364,french,Nanméouïe,4576
5365,english,Timburr,4577
5366,japanese,ドッコラー,4577
5367,chinese,搬运小匠,4577
5368,french,Charpenti,4577
5369,english,Gurdurr,4578
5370,japanese,ドテッコツ,4578
5371,chinese,铁骨土人,4578
5372,french,Ouvrifier,4578
5373,english,Conkeldurr,4579
5374,japanese,ローブシン,4579
5375,chinese,修建老匠,4579
5376,french,Bétochef,4579
5377,english,Tympole,4580
5378,japanese,オタマロ,4580
5379,chinese,圆蝌蚪,4580
5380,french,Tritonde,4580
5381,english,Palpitoad,4581
5382,japanese,ガマガル,4581
5383,chinese,蓝蟾蜍,4581
5384,french,Batracné,4581
5385,english,Seismitoad,4582
5386,japanese,ガマゲロゲ,4582
5387,chinese,蟾蜍王,4582
5388,french,Crapustule,4582
5389,english,Throh,4583
5390,japanese,ナゲキ,4583
5391,chinese,投摔鬼,4583
5392,french,Judokrak,4583
5393,english,Sawk,4584
5394,japanese,ダゲキ,4584
5395,chinese,打击鬼,4584
5396,french,Karaclée,4584
5397,english,Sewaddle,4585
5398,japanese,クルミル,4585
5399,chinese,虫宝包,4585
5400,french,Larveyette,4585
5401,english,Swadloon,4586
5402,japanese,クルマユ,4586
5403,chinese,宝包茧,4586
5404,french,Couverdure,4586
5405,english,Leavanny,4587
5406,japanese,ハハコモリ,4587
5407,chinese,保姆虫,4587
5408,french,Manternel,4587
5409,english,Venipede,4588
5410,japanese,フシデ,4588
5411,chinese,百足蜈蚣,4588
5412,french,Venipatte,4588
5413,english,Whirlipede,4589
5414,japanese,ホイーガ,4589
5415,chinese,车轮球,4589
5416,french,Scobolide,4589
5417,english,Scolipede,4590
5418,japanese,ペンドラー,4590
5419,chinese,蜈蚣王,4590
5420,french,Brutapode,4590
5421,english,Cottonee,4591
5422,japanese,モンメン,4591
5423,chinese,木棉球,4591
5424,french,Doudouvet,4591
5425,english,Whimsicott,4592
5426,japanese,エルフーン,4592
5427,chinese,风妖精,4592
5428,french,Farfaduvet,4592
5429,english,Petilil,4593
5430,japanese,チュリネ,4593
5431,chinese,百合根娃娃,4593
5432,french,Chlorobule,4593
5433,english,Lilligant,4594
5434,japanese,ドレディア,4594
5435,chinese,裙儿小姐,4594
5436,french,Fragilady,4594
5437,english,Basculin,4595
5438,japanese,バスラオ,4595
5439,chinese,野蛮鲈鱼,4595
5440,french,Bargantua,4595
5441,english,Sandile,4596
5442,japanese,メグロコ,4596
5443,chinese,黑眼鳄,4596
5444,french,Mascaïman,4596
5445,english,Krokorok,4597
5446,japanese,ワルビル,4597
5447,chinese,混混鳄,4597
5448,french,Escroco,4597
5449,english,Krookodile,4598
5450,japanese,ワルビアル,4598
5451,chinese,流氓鳄,4598
5452,french,Crocorible,4598
5453,english,Darumaka,4599
5454,japanese,ダルマッカ,4599
5455,chinese,火红不倒翁,4599
5456,french,Darumarond,4599
5457,english,Darmanitan,4600
5458,japanese,ヒヒダルマ,4600
5459,chinese,达摩狒狒,4600
5460,french,Darumacho,4600
5461,english,Maractus,4601
5462,japanese,マラカッチ,4601
5463,chinese,沙铃仙人掌,4601
5464,french,Maracachi,4601
5465,english,Dwebble,4602
5466,japanese,イシズマイ,4602
5467,chinese,石居蟹,4602
5468,french,Crabicoque,4602
5469,english,Crustle,4603
5470,japanese,イワパレス,4603
5471,chinese,岩殿居蟹,4603
5472,french,Crabaraque,4603
5473,english,Scraggy,4604
5474,japanese,ズルッグ,4604
5475,chinese,滑滑小子,4604
5476,french,Baggiguane,4604
5477,english,Scrafty,4605
5478,japanese,ズルズキン,4605
5479,chinese,头巾混混,4605
5480,french,Baggaïd,4605
5481,english,Sigilyph,4606
5482,japanese,シンボラー,4606
5483,chinese,象征鸟,4606
5484,french,Cryptéro,4606
5485,english,Yamask,4607
5486,japanese,デスマス,4607
5487,chinese,哭哭面具,4607
5488,french,Tutafeh,4607
5489,english,Cofagrigus,4608
5490,japanese,デスカーン,4608
5491,chinese,死神棺,4608
5492,french,Tutankafer,4608
5493,english,Tirtouga,4609
5494,japanese,プロトーガ,4609
5495,chinese,原盖海龟,4609
5496,french,Carapagos,4609
5497,english,Carracosta,4610
5498,japanese,アバゴーラ,4610
5499,chinese,肋骨海龟,4610
5500,french,Mégapagos,4610
5501,english,Archen,4611
5502,japanese,アーケン,4611
5503,chinese,始祖小鸟,4611
5504,french,Arkéapti,4611
5505,english,Archeops,4612
5506,japanese,アーケオス,4612
5507,chinese,始祖大鸟,4612
5508,french,Aéroptéryx,4612
5509,english,Trubbish,4613
5510,japanese,ヤブクロン,4613
5511,chinese,破破袋,4613
5512,french,Miamiasme,4613
5513,english,Garbodor,4614
5514,japanese,ダストダス,4614
5515,chinese,灰尘山,4614
5516,french,Miasmax,4614
5517,english,Zorua,4615
5518,japanese,ゾロア,4615
5519,chinese,索罗亚,4615
5520,french,Zorua,4615
5521,english,Zoroark,4616
5522,japanese,ゾロアーク,4616
5523,chinese,索罗亚克,4616
5524,french,Zoroark,4616
5525,english,Minccino,4617
5526,japanese,チラーミィ,4617
5527,chinese,泡沫栗鼠,4617
5528,french,Chinchidou,4617
5529,english,Cinccino,4618
5530,japanese,チラチーノ,4618
5531,chinese,奇诺栗鼠,4618
5532,french,Pashmilla,4618
5533,english,Gothita,4619
5534,japanese,ゴチム,4619
5535,chinese,哥德宝宝,4619
5536,french,Scrutella,4619
5537,english,Gothorita,4620
5538,japanese,ゴチミル,4620
5539,chinese,哥德小童,4620
5540,french,Mesmérella,4620
5541,english,Gothitelle,4621
5542,japanese,ゴチルゼル,4621
5543,chinese,哥德小姐,4621
5544,french,Sidérella,4621
5545,english,Solosis,4622
5546,japanese,ユニラン,4622
5547,chinese,单卵细胞球,4622
5548,french,Nucléos,4622
5549,english,Duosion,4623
5550,japanese,ダブラン,4623
5551,chinese,双卵细胞球,4623
5552,french,Méios,4623
5553,english,Reuniclus,4624
5554,japanese,ランクルス,4624
5555,chinese,人造细胞卵,4624
5556,french,Symbios,4624
5557,english,Ducklett,4625
5558,japanese,コアルヒー,4625
5559,chinese,鸭宝宝,4625
5560,french,Couaneton,4625
5561,english,Swanna,4626
5562,japanese,スワンナ,4626
5563,chinese,舞天鹅,4626
5564,french,Lakmécygne,4626
5565,english,Vanillite,4627
5566,japanese,バニプッチ,4627
5567,chinese,迷你冰,4627
5568,french,Sorbébé,4627
5569,english,Vanillish,4628
5570,japanese,バニリッチ,4628
5571,chinese,多多冰,4628
5572,french,Sorboul,4628
5573,english,Vanilluxe,4629
5574,japanese,バイバニラ,4629
5575,chinese,双倍多多冰,4629
5576,french,Sorbouboul,4629
5577,english,Deerling,4630
5578,japanese,シキジカ,4630
5579,chinese,四季鹿,4630
5580,french,Vivaldaim,4630
5581,english,Sawsbuck,4631
5582,japanese,メブキジカ,4631
5583,chinese,萌芽鹿,4631
5584,french,Haydaim,4631
5585,english,Emolga,4632
5586,japanese,エモンガ,4632
5587,chinese,电飞鼠,4632
5588,french,Emolga,4632
5589,english,Karrablast,4633
5590,japanese,カブルモ,4633
5591,chinese,盖盖虫,4633
5592,french,Carabing,4633
5593,english,Escavalier,4634
5594,japanese,シュバルゴ,4634
5595,chinese,骑士蜗牛,4634
5596,french,Lançargot,4634
5597,english,Foongus,4635
5598,japanese,タマゲタケ,4635
5599,chinese,哎呀球菇,4635
5600,french,Trompignon,4635
5601,english,Amoonguss,4636
5602,japanese,モロバレル,4636
5603,chinese,败露球菇,4636
5604,french,Gaulet,4636
5605,english,Frillish,4637
5606,japanese,プルリル,4637
5607,chinese,轻飘飘,4637
5608,french,Viskuse,4637
5609,english,Jellicent,4638
5610,japanese,ブルンゲル,4638
5611,chinese,胖嘟嘟,4638
5612,french,Moyade,4638
5613,english,Alomomola,4639
5614,japanese,ママンボウ,4639
5615,chinese,保姆曼波,4639
5616,french,Mamanbo,4639
5617,english,Joltik,4640
5618,japanese,バチュル,4640
5619,chinese,电电虫,4640
5620,french,Statitik,4640
5621,english,Galvantula,4641
5622,japanese,デンチュラ,4641
5623,chinese,电蜘蛛,4641
5624,french,Mygavolt,4641
5625,english,Ferroseed,4642
5626,japanese,テッシード,4642
5627,chinese,种子铁球,4642
5628,french,Grindur,4642
5629,english,Ferrothorn,4643
5630,japanese,ナットレイ,4643
5631,chinese,坚果哑铃,4643
5632,french,Noacier,4643
5633,english,Klink,4644
5634,japanese,ギアル,4644
5635,chinese,齿轮儿,4644
5636,french,Tic,4644
5637,english,Klang,4645
5638,japanese,ギギアル,4645
5639,chinese,齿轮组,4645
5640,french,Clic,4645
5641,english,Klinklang,4646
5642,japanese,ギギギアル,4646
5643,chinese,齿轮怪,4646
5644,french,Cliticlic,4646
5645,english,Tynamo,4647
5646,japanese,シビシラス,4647
5647,chinese,麻麻小鱼,4647
5648,french,Anchwatt,4647
5649,english,Eelektrik,4648
5650,japanese,シビビール,4648
5651,chinese,麻麻鳗,4648
5652,french,Lampéroie,4648
5653,english,Eelektross,4649
5654,japanese,シビルドン,4649
5655,chinese,麻麻鳗鱼王,4649
5656,french,Ohmassacre,4649
5657,english,Elgyem,4650
5658,japanese,リグレー,4650
5659,chinese,小灰怪,4650
5660,french,Lewsor,4650
5661,english,Beheeyem,4651
5662,japanese,オーベム,4651
5663,chinese,大宇怪,4651
5664,french,Neitram,4651
5665,english,Litwick,4652
5666,japanese,ヒトモシ,4652
5667,chinese,烛光灵,4652
5668,french,Funécire,4652
5669,english,Lampent,4653
5670,japanese,ランプラー,4653
5671,chinese,灯火幽灵,4653
5672,french,Mélancolux,4653
5673,english,Chandelure,4654
5674,japanese,シャンデラ,4654
5675,chinese,水晶灯火灵,4654
5676,french,Lugulabre,4654
5677,english,Axew,4655
5678,japanese,キバゴ,4655
5679,chinese,牙牙,4655
5680,french,Coupenotte,4655
5681,english,Fraxure,4656
5682,japanese,オノンド,4656
5683,chinese,斧牙龙,4656
5684,french,Incisache,4656
5685,english,Haxorus,4657
5686,japanese,オノノクス,4657
5687,chinese,双斧战龙,4657
5688,french,Tranchodon,4657
5689,english,Cubchoo,4658
5690,japanese,クマシュン,4658
5691,chinese,喷嚏熊,4658
5692,french,Polarhume,4658
5693,english,Beartic,4659
5694,japanese,ツンベアー,4659
5695,chinese,冻原熊,4659
5696,french,Polagriffe,4659
5697,english,Cryogonal,4660
5698,japanese,フリージオ,4660
5699,chinese,几何雪花,4660
5700,french,Hexagel,4660
5701,english,Shelmet,4661
5702,japanese,チョボマキ,4661
5703,chinese,小嘴蜗,4661
5704,french,Escargaume,4661
5705,english,Accelgor,4662
5706,japanese,アギルダー,4662
5707,chinese,敏捷虫,4662
5708,french,Limaspeed,4662
5709,english,Stunfisk,4663
5710,japanese,マッギョ,4663
5711,chinese,泥巴鱼,4663
5712,french,Limonde,4663
5713,english,Mienfoo,4664
5714,japanese,コジョフー,4664
5715,chinese,功夫鼬,4664
5716,french,Kungfouine,4664
5717,english,Mienshao,4665
5718,japanese,コジョンド,4665
5719,chinese,师父鼬,4665
5720,french,Shaofouine,4665
5721,english,Druddigon,4666
5722,japanese,クリムガン,4666
5723,chinese,赤面龙,4666
5724,french,Drakkarmin,4666
5725,english,Golett,4667
5726,japanese,ゴビット,4667
5727,chinese,泥偶小人,4667
5728,french,Gringolem,4667
5729,english,Golurk,4668
5730,japanese,ゴルーグ,4668
5731,chinese,泥偶巨人,4668
5732,french,Golemastoc,4668
5733,english,Pawniard,4669
5734,japanese,コマタナ,4669
5735,chinese,驹刀小兵,4669
5736,french,Scalpion,4669
5737,english,Bisharp,4670
5738,japanese,キリキザン,4670
5739,chinese,劈斩司令,4670
5740,french,Scalproie,4670
5741,english,Bouffalant,4671
5742,japanese,バッフロン,4671
5743,chinese,爆炸头水牛,4671
5744,french,Frison,4671
5745,english,Rufflet,4672
5746,japanese,ワシボン,4672
5747,chinese,毛头小鹰,4672
5748,french,Furaiglon,4672
5749,english,Braviary,4673
5750,japanese,ウォーグル,4673
5751,chinese,勇士雄鹰,4673
5752,french,Gueriaigle,4673
5753,english,Vullaby,4674
5754,japanese,バルチャイ,4674
5755,chinese,秃鹰丫头,4674
5756,french,Vostourno,4674
5757,english,Mandibuzz,4675
5758,japanese,バルジーナ,4675
5759,chinese,秃鹰娜,4675
5760,french,Vaututrice,4675
5761,english,Heatmor,4676
5762,japanese,クイタラン,4676
5763,chinese,熔蚁兽,4676
5764,french,Aflamanoir,4676
5765,english,Durant,4677
5766,japanese,アイアント,4677
5767,chinese,铁蚁,4677
5768,french,Fermite,4677
5769,english,Deino,4678
5770,japanese,モノズ,4678
5771,chinese,单首龙,4678
5772,french,Solochi,4678
5773,english,Zweilous,4679
5774,japanese,ジヘッド,4679
5775,chinese,双首暴龙,4679
5776,french,Diamat,4679
5777,english,Hydreigon,4680
5778,japanese,サザンドラ,4680
5779,chinese,三首恶龙,4680
5780,french,Trioxhydre,4680
5781,english,Larvesta,4681
5782,japanese,メラルバ,4681
5783,chinese,燃烧虫,4681
5784,french,Pyronille,4681
